CGC2.1.t1	CGC2.1
CGC2.15868.t1	CGC2.15868
CGC2.15869.t1	CGC2.15869
CGC2.15870.t1	CGC2.15870
CGC2.15871.t1	CGC2.15871
CGC2.15872.t1	tos-1
CGC2.15873.t1	K07B1.7
CGC2.15874.t1	try-5
CGC2.15875.t1	srx-46
CGC2.15875.t2	srx-46
CGC2.15876.t1	ttr-40
CGC2.15876.t2	ttr-40
CGC2.15877.t1	ttr-49
CGC2.15878.t2	gpa-3
CGC2.15878.t1	gpa-3
CGC2.15879.t1	E02C12.6.1
CGC2.15880.t1	CGC2.15880
CGC2.15880.t2	CGC2.15880
CGC2.15881.t1	E02C12.6.2
CGC2.15882.t1	hum-2
CGC2.15883.t1	trpp-4
CGC2.15884.t1	F36D4.4
CGC2.15884.t2	F36D4.4
CGC2.15885.t1	F36D4.1
CGC2.15886.t1	F36D4.5
CGC2.15887.t1	wdr-62
CGC2.15888.t1	F55H12.5
CGC2.15887.t2	wdr-62
CGC2.15889.t1	F07D3.3
CGC2.15890.t1	flp-6
CGC2.15891.t1	nas-3
CGC2.15892.t1	K06A4.2
CGC2.15893.t1	CBG19284
CGC2.15894.t1	K06A4.7
CGC2.15895.t1	gsnl-1
CGC2.15896.t1	swt-5
CGC2.15897.t1	haao-1
CGC2.15898.t1	acs-14
CGC2.15899.t1	CGC2.15899
CGC2.15900.t1	CBG19291
CGC2.15901.t1	gna-2
CGC2.15902.t1	T23G11.10
CGC2.15902.t2	T23G11.10
CGC2.15903.t1	eif-2Bdelta
CGC2.15904.t1	C50F4.8
CGC2.15905.t1	C50F4.9
CGC2.15906.t1	C50F4.1
CGC2.15907.t1	tag-329
CGC2.15908.t1	C50F4.4
CGC2.15909.t1	C50F4.12
CGC2.15910.t1	C50F4.16
CGC2.15911.t1	mdf-1
CGC2.15912.t1	his-35
CGC2.15913.t1	his-41
CGC2.15914.t1	C50F4.6
CGC2.15915.t1	his-1
CGC2.15916.t1	nstp-10
CGC2.15917.t1	ehbp-1
CGC2.15917.t2	ehbp-1
CGC2.15917.t3	ehbp-1
CGC2.15918.t1	rgef-1
CGC2.15918.t2	rgef-1
CGC2.15918.t3	rgef-1
CGC2.15918.t4	rgef-1
CGC2.15919.t1	F25B3.5
CGC2.15920.t1	F25B3.2
CGC2.15920.t2	F25B3.2
CGC2.15921.t1	rtfo-1
CGC2.15922.t1	K09G1.1
CGC2.15922.t3	K09G1.1
CGC2.15922.t4	K09G1.1
CGC2.15922.t2	K09G1.1
CGC2.15923.t1	CBG27194
CGC2.15924.t1	dop-2
CGC2.15924.t2	dop-2
CGC2.15925.t1	CGC2.15925
CGC2.15926.t1	pqn-63
CGC2.15927.t1	T06E4.10
CGC2.15928.t1	T06E4.9
CGC2.15929.t1	CGC2.15929
CGC2.15930.t1	T06E4.14
CGC2.15931.t1	T06E4.7
CGC2.15932.t1	T06E4.12
CGC2.15933.t1	spdl-1
CGC2.15934.t1	atl-1
CGC2.15935.t1	col-147.1
CGC2.15936.t1	T06E4.5
CGC2.15937.t1	col-146
CGC2.15938.t1	cyp-29A3.1
CGC2.15939.t1	cyp-29A3.2
CGC2.15940.t1	cyp-29A4
CGC2.15941.t1	CBG19333
CGC2.15942.t1	ZK287.1
CGC2.15942.t2	ZK287.1
CGC2.15943.t1	CGC2.15943
CGC2.15944.t1	pitr-4
CGC2.15945.t1	sulp-8
CGC2.15946.t1	nlp-73
CGC2.15947.t1	ZK287.9
CGC2.15948.t1	ZK287.4
CGC2.15948.t2	ZK287.4
CGC2.15949.t1	rbx-1
CGC2.15950.t1	ztf-9
CGC2.15951.t1	ZK287.7
CGC2.15952.t1	her-1
CGC2.15953.t3	xbx-6
CGC2.15953.t1	xbx-6
CGC2.15953.t2	xbx-6
CGC2.15954.t1	tag-120
CGC2.15955.t1	marc-1
CGC2.15956.t1	F40F9.10
CGC2.15957.t1	CGC2.15957
CGC2.15958.t1	CBG27198
CGC2.15959.t1	slcr-46.3
CGC2.15960.t1	aagr-3
CGC2.15961.t1	drap-1
CGC2.15962.t1	cal-7
CGC2.15963.t1	aqp-4
CGC2.15964.t3	sta-2
CGC2.15964.t1	sta-2
CGC2.15964.t2	sta-2
CGC2.15965.t1	F58E6.13
CGC2.15966.t1	hrg-3
CGC2.15967.t1	F58E6.11
CGC2.15968.t1	nasp-2
CGC2.15969.t1	pas-1.2
CGC2.15970.t1	unc-42
CGC2.15970.t2	unc-42
CGC2.15971.t1	F46B6.2
CGC2.15971.t2	F46B6.2
CGC2.15972.t1	F46B6.12
CGC2.15973.t1	smg-4
CGC2.15973.t2	smg-4
CGC2.15974.t1	F46B6.4
CGC2.15975.t1	F46B6.5
CGC2.15975.t2	F46B6.5
CGC2.15975.t3	F46B6.5
CGC2.15976.t1	F46B6.6
CGC2.15977.t1	ztf-7
CGC2.15978.t1	lipl-2
CGC2.15978.t2	lipl-2
CGC2.15979.t1	F46B6.9
CGC2.15980.t1	sru-38
CGC2.15981.t1	sru-30
CGC2.15982.t1	CBG19381
CGC2.15983.t1	str-193
CGC2.15984.t1	str-2
CGC2.15985.t1	CGC2.15985
CGC2.15986.t1	CBG27201
CGC2.15987.t1	sru-36
CGC2.15988.t1	sru-8
CGC2.15989.t1	lsy-12
CGC2.15990.t1	srab-17
CGC2.15990.t2	srab-17
CGC2.15991.t1	srab-18
CGC2.15991.t2	srab-18
CGC2.15992.t1	srab-26
CGC2.15993.t1	sdz-31
CGC2.15994.t1	clp-9
CGC2.15995.t1	fshr-1
CGC2.15995.t2	fshr-1
CGC2.15996.t1	egl-47
CGC2.15997.t1	CGC2.15997
CGC2.15998.t1	CBG19399
CGC2.15999.t1	mec-9
CGC2.15999.t2	mec-9
CGC2.15999.t3	mec-9
CGC2.16000.t1	CBG19402
CGC2.16001.t1	CBG27204
CGC2.16002.t1	CBG27205
CGC2.16003.t1	CBG27206
CGC2.16004.t1	CBG30581
CGC2.16005.t1	CBG27208
CGC2.16006.t1	C50H2.13
CGC2.16007.t1	rmh-2
CGC2.16008.t1	suds-3
CGC2.16009.t1	nlp-58
CGC2.16010.t1	CBG19412
CGC2.16011.t1	ttr-46
CGC2.16012.t1	mam-5b
CGC2.16013.t1	mam-5a
CGC2.16014.t1	anmt-3
CGC2.16015.t1	CBG27209
CGC2.16016.t1	CBG29757
CGC2.16017.t1	T07C12.10
CGC2.16018.t1	CBG19418
CGC2.16019.t1	CBG30549
CGC2.16020.t1	CGC2.16020
CGC2.16021.t1	madf-4
CGC2.16022.t1	unc-41
CGC2.16023.t1	ruvb-1
CGC2.16024.t1	tofu-1
CGC2.16024.t2	tofu-1
CGC2.16025.t1	C27H6.9
CGC2.16026.t1	rmd-2
CGC2.16026.t2	rmd-2
CGC2.16027.t1	C27H6.8
CGC2.16028.t1	rde-1
CGC2.16029.t1	trpp-6
CGC2.16029.t2	trpp-6
CGC2.16030.t1	K08H10.6
CGC2.16031.t1	CBG19429
CGC2.16032.t1	C50F4.10
CGC2.16033.t1	K08H10.10
CGC2.16033.t2	K08H10.10
CGC2.16034.t1	uda-1
CGC2.16035.t1	Y6E2A.5
CGC2.16036.t1	CGC2.16036
CGC2.16037.t1	CGC2.16037
CGC2.16038.t1	CGC2.16038
CGC2.16039.t1	CGC2.16039
CGC2.16039.t2	CGC2.16039
CGC2.16040.t1	CGC2.16040
CGC2.16040.t2	CGC2.16040
CGC2.16041.t1	CGC2.16041
CGC2.16041.t2	CGC2.16041
CGC2.16042.t1	CBG31496
CGC2.16043.t1	CBG11547
CGC2.16043.t2	CBG11547
CGC2.16044.t1	Y6E2A.4
CGC2.16045.t1	CGC2.16045
CGC2.16046.t1	CGC2.16046
CGC2.16047.t1	CBG11551
CGC2.16048.t1	CBG31489
CGC2.16049.t1	irld-57
CGC2.16050.t1	sfxn-1.3
CGC2.16051.t1	CGC2.16051
CGC2.16052.t1	Y6E2A.10
CGC2.16053.t1	str-38
CGC2.16053.t2	str-38
CGC2.16054.t1	str-45
CGC2.16055.t1	CGC2.16055
CGC2.16056.t1	str-9.1
CGC2.16056.t2	str-9.1
CGC2.16057.t1	str-6
CGC2.16058.t1	CBG11559
CGC2.16058.t2	CBG11559
CGC2.16059.t1	str-28
CGC2.16060.t1	str-23
CGC2.16061.t1	clec-224
CGC2.16062.t1	CBG11563
CGC2.16062.t2	CBG11563
CGC2.16063.t1	CGC2.16063
CGC2.16064.t1	CGC2.16064
CGC2.16065.t1	txt-12
CGC2.16066.t1	CBG11568
CGC2.16067.t1	CBG11569
CGC2.16068.t1	C01G10.7
CGC2.16069.t1	ahsa-1
CGC2.16070.t1	C01G10.9
CGC2.16071.t1	C01G10.10
CGC2.16072.t1	unc-76
CGC2.16072.t2	unc-76
CGC2.16073.t1	dnj-3
CGC2.16074.t1	otub-1
CGC2.16075.t1	rap-2
CGC2.16076.t1	C25D7.15
CGC2.16077.t1	mcm-3
CGC2.16078.t1	C25D7.16
CGC2.16079.t1	C25D7.5
CGC2.16080.t1	sdc-3
CGC2.16081.t1	F14H8.8
CGC2.16082.t1	cng-1
CGC2.16083.t1	obr-2
CGC2.16084.t1	nmr-2
CGC2.16085.t1	hrde-2
CGC2.16086.t1	mut-15
CGC2.16087.t1	fib-1
CGC2.16088.t1	rps-16
CGC2.16089.t1	T01C3.11
CGC2.16090.t1	irld-14
CGC2.16091.t1	CGC2.16091
CGC2.16092.t1	fil-1
CGC2.16093.t1	T01C3.2
CGC2.16094.t1	cdt-2
CGC2.16095.t1	F02D8.4
CGC2.16096.t1	xbx-1
CGC2.16097.t1	grd-12.2
CGC2.16097.t2	grd-12.2
CGC2.16098.t1	grd-12.1
CGC2.16098.t2	grd-12.1
CGC2.16099.t1	F02D8.1
CGC2.16100.t1	nlp-59
CGC2.16101.t1	CBG11602
CGC2.16102.t1	hil-1
CGC2.16102.t2	hil-1
CGC2.16103.t1	CBG30888
CGC2.16104.t1	C30G7.2
CGC2.16105.t1	CGC2.16105
CGC2.16106.t1	CGC2.16106
CGC2.16107.t1	srg-54
CGC2.16108.t1	zmp-4
CGC2.16108.t2	zmp-4
CGC2.16109.t1	H12D21.11
CGC2.16109.t2	H12D21.11
CGC2.16110.t1	H12D21.10
CGC2.16111.t1	H12D21.9
CGC2.16112.t1	CBG11614
CGC2.16113.t1	CGC2.16113
CGC2.16114.t1	haf-7.1
CGC2.16115.t1	Y50E8A.12
CGC2.16116.t1	rin-1
CGC2.16117.t1	W06A7.2
CGC2.16118.t1	W06A7.4
CGC2.16119.t1	ret-1
CGC2.16119.t2	ret-1
CGC2.16119.t3	ret-1
CGC2.16120.t1	npr-13
CGC2.16121.t1	gcy-14.1
CGC2.16122.t1	ZC412.3
CGC2.16123.t1	ZC412.10
CGC2.16124.t1	mpst-3
CGC2.16124.t2	mpst-3
CGC2.16125.t1	CBG04546
CGC2.16126.t1	R08A2.7
CGC2.16127.t1	Y50E8A.1
CGC2.16128.t1	oig-3
CGC2.16129.t1	unc-61
CGC2.16129.t2	unc-61
CGC2.16130.t1	Y50E8A.5
CGC2.16131.t1	Y50E8A.6
CGC2.16132.t1	CBG04553
CGC2.16133.t1	lipl-8
CGC2.16134.t1	R08A2.2
CGC2.16135.t1	R08A2.5
CGC2.16136.t1	srh-17
CGC2.16137.t1	unc-112
CGC2.16138.t1	gasr-8
CGC2.16139.t1	hsp-90
CGC2.16140.t1	C47E8.4
CGC2.16140.t2	C47E8.4
CGC2.16141.t1	C47E8.3
CGC2.16142.t1	C47E8.1
CGC2.16143.t1	C47E8.9
CGC2.16144.t1	CBG27219
CGC2.16145.t1	slc-25A29
CGC2.16145.t2	slc-25A29
CGC2.16146.t1	pmp-3
CGC2.16147.t1	rfc-1
CGC2.16148.t1	srj-33
CGC2.16149.t1	F43D2.6
CGC2.16150.t1	hot-1
CGC2.16150.t2	hot-1
CGC2.16151.t1	CBG04573
CGC2.16152.t1	ccnk-1
CGC2.16153.t1	R11H6.5
CGC2.16154.t1	R11H6.4
CGC2.16155.t1	glb-22
CGC2.16156.t1	R11H6.2
CGC2.16157.t1	pes-9
CGC2.16158.t1	Y40H4A.2
CGC2.16159.t1	gar-3
CGC2.16160.t1	CGC2.16160
CGC2.16161.t1	C53A5.13
CGC2.16162.t1	C53A5.6
CGC2.16162.t2	C53A5.6
CGC2.16162.t3	C53A5.6
CGC2.16163.t1	kcnl-4
CGC2.16164.t1	CGC2.16164
CGC2.16164.t2	CGC2.16164
CGC2.16164.t3	CGC2.16164
CGC2.16165.t1	hda-1.1
CGC2.16166.t1	ril-1
CGC2.16167.t1	C53A5.2
CGC2.16168.t1	C53A5.16
CGC2.16169.t1	C53A5.17
CGC2.16169.t2	C53A5.17
CGC2.16170.t1	R02D5.8
CGC2.16171.t1	CGC2.16171
CGC2.16172.t1	CGC2.16172
CGC2.16173.t1	R02D5.6
CGC2.16173.t2	R02D5.6
CGC2.16174.t1	R02D5.9
CGC2.16175.t1	R02D5.1
CGC2.16176.t1	CGC2.16176
CGC2.16177.t1	R02D5.4
CGC2.16178.t1	R02D5.3
CGC2.16179.t1	R02D5.10
CGC2.16180.t1	CGC2.16180
CGC2.16181.t1	clec-56
CGC2.16182.t1	clec-227
CGC2.16183.t1	CGC2.16183
CGC2.16184.t1	clec-57
CGC2.16185.t1	CBG04605
CGC2.16186.t1	CBG04606
CGC2.16187.t1	CGC2.16187
CGC2.16188.t1	CGC2.16188
CGC2.16189.t1	CBG04609
CGC2.16190.t1	F23B12.7
CGC2.16191.t1	fntb-1
CGC2.16192.t1	dlat-1
CGC2.16193.t1	F23B12.4
CGC2.16194.t1	egl-1
CGC2.16195.t1	rrbs-1
CGC2.16196.t1	rpoa-12
CGC2.16197.t2	pas-1.1
CGC2.16197.t1	pas-1.1
CGC2.16198.t1	dhs-22
CGC2.16199.t1	nxf-2
CGC2.16200.t1	C15H11.11
CGC2.16201.t1	nxf-1
CGC2.16202.t1	gnrr-2
CGC2.16203.t1	C15H11.10
CGC2.16204.t1	CGC2.16204
CGC2.16205.t1	F56A12.2
CGC2.16205.t2	F56A12.2
CGC2.16206.t1	unc-39
CGC2.16207.t2	Y49A3A.4
CGC2.16207.t1	Y49A3A.4
CGC2.16208.t1	cyn-1
CGC2.16209.t1	Y49A3A.3
CGC2.16210.t1	vha-13
CGC2.16211.t1	cept-2
CGC2.16212.t1	F47B8.10
CGC2.16213.t1	srm-6
CGC2.16213.t2	srm-6
CGC2.16214.t1	CGC2.16214
CGC2.16215.t1	srm-4
CGC2.16215.t2	srm-4
CGC2.16216.t1	pepm-1
CGC2.16217.t1	CGC2.16217
CGC2.16217.t2	CGC2.16217
CGC2.16218.t1	CGC2.16218
CGC2.16219.t1	F47B8.5
CGC2.16219.t2	F47B8.5
CGC2.16220.t1	CGC2.16220
CGC2.16221.t1	Y6G8.14
CGC2.16222.t1	CBG04641
CGC2.16223.t1	CGC2.16223
CGC2.16224.t1	CGC2.16224
CGC2.16225.t1	CBG04644
CGC2.16226.t1	CBG04645
CGC2.16227.t1	F47B8.3
CGC2.16228.t1	CBG04647
CGC2.16229.t1	CBG04648
CGC2.16230.t1	CGC2.16230
CGC2.16231.t1	CBG04651
CGC2.16232.t1	F47B8.2
CGC2.16233.t1	CGC2.16233
CGC2.16234.t1	CGC2.16234
CGC2.16235.t1	CGC2.16235
CGC2.16236.t1	CGC2.16236
CGC2.16237.t1	F14D7.8
CGC2.16238.t1	CGC2.16238
CGC2.16239.t1	CGC2.16239
CGC2.16240.t1	CGC2.16240
CGC2.16241.t1	CGC2.16241
CGC2.16242.t1	CGC2.16242
CGC2.16243.t1	F14D7.11
CGC2.16244.t1	CBG27224
CGC2.16245.t1	CGC2.16245
CGC2.16246.t1	CBG27225
CGC2.16247.t2	CBG04667
CGC2.16247.t1	CBG04667
CGC2.16248.t1	CGC2.16248
CGC2.16249.t1	CGC2.16249
CGC2.16250.t1	CGC2.16250
CGC2.16251.t1	CBG27226
CGC2.16252.t1	F14D7.10
CGC2.16253.t1	CGC2.16253
CGC2.16254.t1	F14D7.6
CGC2.16255.t1	F14D7.12
CGC2.16256.t1	F14D7.5
CGC2.16257.t1	F55G11.1.4
CGC2.16258.t1	R11D1.2
CGC2.16259.t1	CGC2.16259
CGC2.16260.t1	Y47G6A.25
CGC2.16260.t2	Y47G6A.25
CGC2.16261.t1	CGC2.16261
CGC2.16261.t2	CGC2.16261
CGC2.16262.t1	CBG27227
CGC2.16263.t1	CBG04685
CGC2.16264.t2	CBG30580
CGC2.16264.t1	CBG30580
CGC2.16265.t1	CBG04686
CGC2.16266.t1	CBG04687
CGC2.16267.t1	CBG04688
CGC2.16268.t1	CBG04689
CGC2.16269.t1	CGC2.16269
CGC2.16270.t1	CGC2.16270
CGC2.16271.t1	CBG04693
CGC2.16272.t1	CBG04694
CGC2.16273.t1	CGC2.16273
CGC2.16274.t1	CGC2.16274
CGC2.16275.t1	CGC2.16275
CGC2.16276.t1	CGC2.16276
CGC2.16277.t1	CBG04699
CGC2.16278.t1	T05B4.14
CGC2.16279.t1	CBG04701
CGC2.16280.t1	CBG04702
CGC2.16281.t1	CBG04703
CGC2.16282.t1	CGC2.16282
CGC2.16283.t1	CBG04704
CGC2.16284.t2	CGC2.16284
CGC2.16284.t1	CGC2.16284
CGC2.16285.t2	F21C10.3.2
CGC2.16285.t1	F21C10.3.2
CGC2.16286.t1	CBG27231
CGC2.16287.t1	CGC2.16287
CGC2.16288.t1	CGC2.16288
CGC2.16289.t1	CGC2.16289
CGC2.16290.t1	CGC2.16290
CGC2.16291.t1	CGC2.16291
CGC2.16292.t1	F40G12.5
CGC2.16293.t1	F40G12.4
CGC2.16294.t1	CGC2.16294
CGC2.16295.t1	F26C11.3
CGC2.16295.t2	F26C11.3
CGC2.16296.t1	CBG27232
CGC2.16297.t1	F40G12.2
CGC2.16298.t1	sre-8
CGC2.16299.t1	CGC2.16299
CGC2.16300.t1	K02E11.7
CGC2.16301.t1	D1086.5
CGC2.16302.t1	CBG27233b
CGC2.16303.t1	D1086.3
CGC2.16304.t1	D1086.8
CGC2.16305.t1	D1086.2
CGC2.16306.t1	D1086.1
CGC2.16307.t1	CBG27234
CGC2.16308.t1	CBG04729
CGC2.16309.t1	CGC2.16309
CGC2.16310.t1	CBG04730
CGC2.16311.t1	CBG04731
CGC2.16311.t2	CBG04731
CGC2.16312.t1	K02E11.3
CGC2.16313.t1	CGC2.16313
CGC2.16314.t1	sre-7
CGC2.16315.t1	K02E11.10
CGC2.16315.t2	K02E11.10
CGC2.16315.t3	K02E11.10
CGC2.16316.t1	ent-3.1
CGC2.16317.t1	nep-21
CGC2.16317.t2	nep-21
CGC2.16318.t1	atfs-1
CGC2.16318.t2	atfs-1
CGC2.16319.t1	ints-2
CGC2.16320.t1	trm-1
CGC2.16321.t1	cest-2.1
CGC2.16322.t1	CGC2.16322
CGC2.16323.t1	par-1
CGC2.16323.t2	par-1
CGC2.16324.t1	H39E23.2.1
CGC2.16325.t1	H39E23.2.2
CGC2.16326.t1	CBG27237
CGC2.16327.t1	CBG04759
CGC2.16328.t1	CBG27238
CGC2.16329.t1	CBG04762b
CGC2.16330.t1	CBG04763
CGC2.16331.t1	CBG04764
CGC2.16332.t1	T10C6.15
CGC2.16333.t1	F58D12.3
CGC2.16334.t1	CBG04767
CGC2.16335.t1	CBG04768
CGC2.16336.t1	vps-39
CGC2.16336.t2	vps-39
CGC2.16336.t3	vps-39
CGC2.16337.t1	ins-10
CGC2.16338.t1	F59A6.5
CGC2.16338.t2	F59A6.5
CGC2.16339.t1	rpt-3.2
CGC2.16340.t1	CBG27240
CGC2.16340.t2	CBG27240
CGC2.16341.t1	T08G5.3
CGC2.16342.t1	T08G5.2
CGC2.16343.t1	T08G5.15
CGC2.16343.t2	T08G5.15
CGC2.16344.t1	clpr-2
CGC2.16345.t1	T08G5.1
CGC2.16346.t1	mtl-2
CGC2.16347.t1	F53E4.1
CGC2.16347.t2	F53E4.1
CGC2.16348.t1	K06B4.15
CGC2.16349.t1	CGC2.16349
CGC2.16350.t1	F57A8.4
CGC2.16351.t1	fipr-13
CGC2.16352.t1	yif-1
CGC2.16352.t2	yif-1
CGC2.16353.t1	nhr-53
CGC2.16353.t2	nhr-53
CGC2.16354.t1	fbxa-224
CGC2.16355.t1	CBG04792
CGC2.16356.t1	CBG04794
CGC2.16357.t1	CBG27243
CGC2.16358.t1	CBG04796
CGC2.16359.t1	CBG31372
CGC2.16360.t1	CBG31373
CGC2.16361.t1	CBG04797
CGC2.16362.t1	CBG04798
CGC2.16363.t1	CBG04799
CGC2.16364.t1	CBG31374
CGC2.16365.t1	CBG27244
CGC2.16366.t1	CBG04801
CGC2.16367.t1	CBG27245
CGC2.16367.t2	CBG27245
CGC2.16368.t1	CBG04804
CGC2.16369.t1	CBG04805
CGC2.16370.t1	CBG04806
CGC2.16371.t1	CBG04807
CGC2.16372.t1	CBG04808
CGC2.16373.t1	CBG31375
CGC2.16374.t1	CBG04809
CGC2.16375.t1	CBG04810
CGC2.16376.t1	CBG04811
CGC2.16377.t1	CBG04812
CGC2.16378.t1	CBG27247
CGC2.16378.t2	CBG27247
CGC2.16379.t1	chpf-2
CGC2.16380.t1	CGC2.16380
CGC2.16381.t1	CGC2.16381
CGC2.16382.t1	CGC2.16382
CGC2.16383.t1	CBG04816
CGC2.16384.t1	CBG04817
CGC2.16384.t2	CBG04817
CGC2.16385.t1	nhr-233.2
CGC2.16386.t1	oac-49
CGC2.16387.t1	str-118
CGC2.16388.t2	twk-34
CGC2.16388.t1	twk-34
CGC2.16389.t1	CBG30872
CGC2.16390.t1	lea-1h
CGC2.16391.t1	lea-1g
CGC2.16392.t1	CBG04829
CGC2.16393.t1	CGC2.16393
CGC2.16393.t2	CGC2.16393
CGC2.16394.t1	lea-1k
CGC2.16394.t2	lea-1k
CGC2.16395.t1	acl-2
CGC2.16396.t1	F57A8.1
CGC2.16397.t1	CBG27248a
CGC2.16398.t1	CGC2.16398
CGC2.16399.t1	CBG04840
CGC2.16400.t1	CGC2.16400
CGC2.16401.t1	CBG04842
CGC2.16402.t1	CBG04843
CGC2.16403.t1	CGC2.16403
CGC2.16404.t1	CGC2.16404
CGC2.16405.t1	CGC2.16405
CGC2.16406.t1	CBG04847a
CGC2.16406.t2	CBG04847a
CGC2.16407.t1	CBG04848
CGC2.16408.t1	CBG27251
CGC2.16409.t1	K08F9.4
CGC2.16410.t1	F26D2.10
CGC2.16411.t1	srh-279
CGC2.16412.t1	CBG04864a
CGC2.16413.t1	F11A5.5
CGC2.16414.t1	C35A5.5.3
CGC2.16415.t1	W03B1.3
CGC2.16416.t1	CBG04871
CGC2.16417.t1	CBG04872
CGC2.16418.t1	acd-2.2
CGC2.16419.t1	sri-2
CGC2.16420.t1	AH6.3
CGC2.16421.t1	CGC2.16421
CGC2.16422.t1	F11A5.9
CGC2.16423.t1	F11A5.15
CGC2.16424.t1	CBG04880
CGC2.16425.t1	CBG04882
CGC2.16425.t2	CBG04882
CGC2.16426.t1	CGC2.16426
CGC2.16427.t1	CGC2.16427
CGC2.16427.t2	CGC2.16427
CGC2.16428.t1	F36G9.7
CGC2.16429.t1	F11A5.13
CGC2.16430.t1	CGC2.16430
CGC2.16430.t2	CGC2.16430
CGC2.16431.t1	CGC2.16431
CGC2.16432.t1	CGC2.16432
CGC2.16432.t2	CGC2.16432
CGC2.16433.t1	CGC2.16433
CGC2.16434.t1	F21H7.12
CGC2.16435.t1	CGC2.16435
CGC2.16436.t1	CGC2.16436
CGC2.16437.t1	clec-233
CGC2.16438.t1	clec-232
CGC2.16439.t1	CBG04898
CGC2.16440.t1	CGC2.16440
CGC2.16441.t1	CGC2.16441
CGC2.16442.t1	str-12
CGC2.16443.t1	CGC2.16443
CGC2.16444.t1	CBG04906
CGC2.16445.t1	CGC2.16445
CGC2.16446.t1	CBG04907
CGC2.16447.t1	CGC2.16447
CGC2.16448.t1	CGC2.16448
CGC2.16449.t1	CBG04909
CGC2.16450.t1	CBG04910
CGC2.16451.t1	CBG04911
CGC2.16452.t1	CGC2.16452
CGC2.16453.t1	CBG04912
CGC2.16454.t1	CBG04914
CGC2.16455.t1	CGC2.16455
CGC2.16456.t1	CBG27257
CGC2.16457.t1	CBG27258
CGC2.16458.t1	CGC2.16458
CGC2.16459.t1	CBG27259
CGC2.16460.t1	CBG04920
CGC2.16461.t1	CGC2.16461
CGC2.16462.t2	CGC2.16462
CGC2.16462.t1	CGC2.16462
CGC2.16463.t1	CBG04922
CGC2.16464.t1	CBG27260
CGC2.16465.t1	CGC2.16465
CGC2.16466.t1	CGC2.16466
CGC2.16466.t2	CGC2.16466
CGC2.16467.t1	CGC2.16467
CGC2.16468.t1	nhr-30.3
CGC2.16469.t1	CGC2.16469
CGC2.16470.t1	gcy-32
CGC2.16471.t1	CGC2.16471
CGC2.16472.t1	CBG30662
CGC2.16473.t1	CBG04939
CGC2.16474.t1	CBG04940
CGC2.16475.t1	CGC2.16475
CGC2.16475.t2	CGC2.16475
CGC2.16476.t1	CGC2.16476
CGC2.16477.t1	CGC2.16477
CGC2.16478.t1	CBG27262
CGC2.16479.t1	CGC2.16479
CGC2.16480.t1	CBG04949
CGC2.16481.t1	CGC2.16481
CGC2.16482.t1	CBG04951
CGC2.16483.t1	str-114
CGC2.16484.t1	CGC2.16484
CGC2.16485.t1	CBG04959
CGC2.16486.t1	CGC2.16486
CGC2.16487.t1	CGC2.16487
CGC2.16488.t1	CBG27263
CGC2.16489.t1	CGC2.16489
CGC2.16490.t1	CGC2.16490
CGC2.16491.t1	CGC2.16491
CGC2.16492.t1	CBG04964
CGC2.16493.t1	CGC2.16493
CGC2.16493.t2	CGC2.16493
CGC2.16494.t1	str-68
CGC2.16495.t1	CGC2.16495
CGC2.16495.t2	CGC2.16495
CGC2.16496.t1	CBG24879
CGC2.16497.t1	F14F8.9
CGC2.16498.t1	CGC2.16498
CGC2.16499.t1	CGC2.16499
CGC2.16500.t1	CBG27267
CGC2.16501.t1	CGC2.16501
CGC2.16502.t1	CGC2.16502
CGC2.16503.t1	CGC2.16503
CGC2.16504.t1	CBG30556
CGC2.16505.t1	CBG30557
CGC2.16506.t1	W06G6.20
CGC2.16507.t1	CBG30559
CGC2.16508.t1	CGC2.16508
CGC2.16509.t1	CGC2.16509
CGC2.16510.t1	CGC2.16510
CGC2.16510.t2	CGC2.16510
CGC2.16511.t1	CGC2.16511
CGC2.16512.t1	srd-30
CGC2.16513.t1	Y70C5B.1
CGC2.16514.t1	CGC2.16514
CGC2.16515.t1	oac-53
CGC2.16516.t1	Y70C5A.2
CGC2.16517.t1	CBG27270
CGC2.16518.t1	chil-11
CGC2.16519.t1	CGC2.16519
CGC2.16520.t1	T03E6.9
CGC2.16520.t2	T03E6.9
CGC2.16521.t1	cpl-1
CGC2.16522.t1	srh-269
CGC2.16523.t1	CBG22606b
CGC2.16524.t1	F02C12.2.2
CGC2.16524.t2	F02C12.2.2
CGC2.16525.t1	str-171
CGC2.16525.t2	str-171
CGC2.16526.t1	aipl-1
CGC2.16527.t1	CGC2.16527
CGC2.16528.t1	CBG22612
CGC2.16529.t1	cpr-3.2
CGC2.16530.t1	CBG22614
CGC2.16530.t2	CBG22614
CGC2.16530.t3	CBG22614
CGC2.16531.t1	CBG22615
CGC2.16532.t1	CBG22616
CGC2.16533.t1	CBG22617
CGC2.16534.t1	CBG22618b
CGC2.16534.t2	CBG22618b
CGC2.16535.t1	srz-99
CGC2.16535.t2	srz-99
CGC2.16536.t1	CBG22623
CGC2.16537.t1	CBG22624
CGC2.16538.t1	CBG22625
CGC2.16539.t1	CGC2.16539
CGC2.16540.t2	CGC2.16540
CGC2.16540.t1	CGC2.16540
CGC2.16541.t1	CBG22626
CGC2.16542.t1	CBG27276
CGC2.16543.t1	CBG22627
